appid,name,date,price,score,bucket,missed_savings_pct
1562430,DREDGE,2025-02-27,999.0,97.77777777777777,Excellent Buy,0.0
1562430,DREDGE,2025-03-20,1999.0,77.42050616482804,Good Value,50.025012506253134
1562430,DREDGE,2025-04-14,999.0,96.07487922705315,Excellent Buy,0.0
1562430,DREDGE,2025-04-28,1289.0,79.83487922705314,Good Value,22.498060512024825
1562430,DREDGE,2025-05-12,1999.0,77.02643171806167,Good Value,50.025012506253134
1562430,DREDGE,2025-06-12,999.0,96.03346456692913,Excellent Buy,0.0
1562430,DREDGE,2025-06-27,999.0,96.03346456692913,Excellent Buy,-7.5075075075075075
1562430,DREDGE,2025-07-10,1999.0,76.68854415274464,Good Value,50.025012506253134
1562430,DREDGE,2025-08-11,1074.0,93.54017857142858,Excellent Buy,6.983240223463687
1562430,DREDGE,2025-08-25,1999.0,76.54017857142858,Good Value,60.030015007503756
1562430,DREDGE,2025-08-28,999.0,96.54017857142858,Excellent Buy,20.02002002002002
1562430,DREDGE,2025-09-11,1999.0,76.67487684729065,Good Value,60.030015007503756
1562430,DREDGE,2025-09-24,1074.0,93.67487684729065,Excellent Buy,25.605214152700185
1562430,DREDGE,2025-09-29,999.0,96.67487684729065,Excellent Buy,20.02002002002002
1562430,DREDGE,2025-10-06,1999.0,67.51364365971108,Fair Deal,60.030015007503756
1562430,DREDGE,2025-10-20,799.0,95.51364365971108,Excellent Buy,0.0
1562430,DREDGE,2025-11-03,1889.0,76.82601880877743,Good Value,57.702488088935944
1562430,DREDGE,2025-11-17,1999.0,76.82601880877743,Good Value,60.030015007503756
1562430,DREDGE,2025-11-25,859.0,94.82601880877743,Excellent Buy,6.984866123399301
1562430,DREDGE,2025-12-04,799.0,96.92887931034483,Excellent Buy,0.0
1562430,DREDGE,2026-01-05,1574.0,76.61290322580645,Good Value,49.23761118170267
1562430,DREDGE,2026-01-19,799.0,96.61290322580645,Excellent Buy,0.0
1562430,DREDGE,2026-02-02,1999.0,78.00759013282732,Good Value,60.030015007503756
1562430,DREDGE,2026-03-05,799.0,98.0603448275862,Excellent Buy,0.0
1562430,DREDGE,2026-03-26,1999.0,78.0603448275862,Good Value,60.030015007503756
1562430,DREDGE,2026-04-20,799.0,97.32142857142857,Excellent Buy,0.0
534380,Dying_Light_2_Stay_Human_Reloaded_Edition,2024-05-07,2248.0,49.93615789473685,Wait a Bit,46.66370106761566
534380,Dying_Light_2_Stay_Human_Reloaded_Edition,2024-05-07,2999.0,49.88815789473685,Wait a Bit,60.02000666888962
534380,Dying_Light_2_Stay_Human_Reloaded_Edition,2024-05-08,2248.0,49.93615789473685,Wait a Bit,46.66370106761566
534380,Dying_Light_2_Stay_Human_Reloaded_Edition,2024-05-09,2999.0,49.88815789473685,Wait a Bit,60.02000666888962
